站代號,站名,郵遞區號,地址,經度,緯度,電話,服務類型,提供服務時段
D4165,北斗站,521,彰化縣北斗鎮大道里中山路二段207號,120.51972222222223,23.876944444444444,(04)8882154,光陽電動機車換電2.0,00:00-24:00
D4167,北屯站,406,台中市北屯區北屯路436號,120.70138888888889,24.179444444444446,(04)22435121,Gogoro電動機車換電,07:00-22:00
D4168,名間站,551,南投縣名間鄉中正村南雅街151號,120.70166666666667,23.83888888888889,(049)2732629,光陽電動機車換電2.0,06:30-21:30
D416A,大城站,527,彰化縣大城鄉上山村魚寮路50號,120.32972222222222,23.86388888888889,(04)8944223,Gogoro電動機車換電,07:00-22:00
D416E,青島路站,406,台中市北屯區文心路四段119號,120.67444444444445,24.174444444444447,(04)22925400,光陽電動機車換電2.0,00:00-24:00
D416F,昌平路站,406,台中市北屯區昌平路一段95號,120.69083333333333,24.170833333333334,(04)22348061,電動機車充電,07:00-22:00
D416F,昌平路站,406,台中市北屯區昌平路一段95號,120.69083333333333,24.170833333333334,(04)22348061,Gogoro電動機車換電,07:00-22:00
D416G,永和街站,402,台中市南區和平里美村南路77號,120.666666666667,24.1194444444444,(04)22611600,光陽電動機車換電2.0,07:00-22:00
D416H,二水站,530,彰化縣二水鄉裕民村南通路二段680號,120.6211111111111,23.805555555555557,(04)8790305,Gogoro電動機車換電,07:00-22:00
D416J,東山路站,406,台中市北屯區東山路一段377-5號,120.72805555555556,24.176944444444445,(04)22392062,電動機車充電,07:00-22:00
D416J,東山路站,406,台中市北屯區東山路一段377-5號,120.72805555555556,24.176944444444445,(04)22392062,Gogoro電動機車換電,07:00-22:00
D416L,坪頂站,434,台中市龍井區新庄里臺灣大道六段6號,120.58,24.19,(04)26316507,光陽電動機車換電2.0,07:00-22:00
D416M,霧峰林森路站,413,台中市霧峰區林森路455號,120.69472222222223,24.06138888888889,(04)23339411,電動機車充電,00:00-24:00
D416M,霧峰林森路站,413,台中市霧峰區林森路455號,120.69472222222223,24.06138888888889,(04)23339411,Gogoro電動機車換電,00:00-24:00
D416N,埔鹽站,516,彰化縣埔鹽鄉好修村員鹿路二段99號,120.46027777777778,24.004444444444445,(04)8651196,Gogoro電動機車換電,07:00-22:00
D416R,石岡豐勢路站,422,台中市石岡區九房里明德路2號,120.78166666666667,24.27472222222222,(04)25722984,光陽電動機車換電2.0,00:00-24:00
D416T,員東路站,510,彰化縣員林市員東路二段413號,120.57944444444443,23.95777777777778,(04)8329743,光陽電動機車換電2.0,00:00-24:00
D416U,新社站,426,台中市新社區中正里中和街五段58號,120.80833333333334,24.25,(04)25819102,光陽電動機車換電2.0,06:30-21:30
D416V,五權西路站,402,台中市南屯區五權西路二段566號,120.64111111111112,24.141388888888887,(04)23893367,Gogoro電動機車換電,00:00-24:00
D416Y,南崗工業區站,540,南投縣南投市平山里仁和路13號,120.671934,23.922746,(049)2251460,Gogoro電動機車換電,00:00-24:00
D416Z,竹山延平站,557,南投縣竹山鎮延平里集山路二段869號,120.70972222222223,23.775,(049)2649304,Gogoro電動機車換電,07:00-22:00
D4170,烏日站,414,台中市烏日區九德里中山路一段539號,120.63416666666667,24.10611111111111,(04)23381514,Gogoro電動機車換電,00:00-24:00
D4171,復興路站,402,台中市南區復興路三段73號,120.66916666666667,24.128888888888888,(04)22617800,Gogoro電動機車換電,00:00-24:00
D4172,公園路站,404,台中市北區三民路三段50號,120.683344,24.146992,(04)22237535,Gogoro電動機車換電,00:00-24:00
D4176,翁子站,420,台中市豐原區豐勢路一段588號,120.73472222222222,24.259722222222223,(04)25225510,Gogoro電動機車換電,00:00-24:00
D4177,秀水站,504,彰化縣秀水鄉安東村彰水路一段30號,120.50166666666667,24.03611111111111,(04)7692141,光陽電動機車換電2.0,07:00-22:00
D4179,振興路站,401,台中市東區泉源里建成路556號,120.69361111111111,24.133333333333333,(04)22134096,Gogoro電動機車換電,07:00-22:00
D417A,埔心站,513,彰化縣埔心鄉瓦北村員鹿路一段421號,120.55388888888889,23.953333333333333,(04)8293874,Gogoro電動機車換電,00:00-24:00
D417R,烏日高鐵站,414,台中市烏日區建國路265號,120.62416666666665,24.109166666666667,(04)23377492,電動機車充電,07:00-21:00
D417R,烏日高鐵站,414,台中市烏日區建國路265號,120.62416666666665,24.109166666666667,(04)23377492,Gogoro電動機車換電,07:00-21:00
D417T,南崗三路站,540,南投縣南投市南崗三路278-1號,120.66527777777779,23.93722222222222,(049)2254902,光陽電動機車換電2.0,00:00-24:00
D417U,成功嶺站,414,台中市烏日區榮泉路252號,120.59444444444443,24.1125,(04)23374286,光陽電動機車換電2.0,07:00-22:00
D417V,追分站,432,台中市大肚區沙田路一段167號,120.57333333333332,24.119722222222222,(04)26937955,Gogoro電動機車換電,07:00-22:00
D4240,新竹站,300,新竹市東區中華路二段347號,120.97416666666666,24.803611111111113,(03)5225043,光陽電動機車換電2.0,07:00-21:00
D4242,竹東站,310,新竹縣竹東鎮東寧路一段2號,121.09638888888888,24.722499999999997,(03)5962447,Gogoro電動機車換電,00:00-24:00
D4243,科學園區站,300,新竹市東區科園里工業東二路2-2號,121.0047222,24.77944444,(03)5779157,光陽電動機車換電2.0,00:00-24:00
D4244,民華站,300,新竹市東區中華路二段156-1號,120.9786111111111,24.80666666666667,(03)5326491,電動機車充電,00:00-24:00
D4245,寶山站,308,新竹縣寶山鄉雙新村寶新路1段65號,120.98666666666666,24.763055555555557,(03)5204346,Gogoro電動機車換電,07:00-21:00
D4246,關西站,306,新竹縣關西鎮中豐路二段50號,121.17972222222222,24.79361111111111,(03)5872134,光陽電動機車換電2.0,07:00-22:00
D4247,府前站,302,新竹縣竹北市縣政二路112號,121.015,24.823888888888888,(03)5556350,電動機車充電,00:00-24:00
D4247,府前站,302,新竹縣竹北市縣政二路112號,121.015,24.823888888888888,(03)5556350,光陽電動機車換電2.0,00:00-24:00
D4248,竹北站,302,新竹縣竹北市中華路439號,121.00527777777778,24.840833333333332,(03)5552154,電動機車充電,07:00-22:00
D4248,竹北站,302,新竹縣竹北市中華路439號,121.00527777777778,24.840833333333332,(03)5552154,光陽電動機車換電2.0,07:00-22:00
D4251,光復路站,300,新竹市東區光復路二段716號,120.99,24.80027777777778,(03)5718604,光陽電動機車換電2.0,00:00-24:00
D4254,新湖口站,303,新竹縣湖口鄉中正路二段20號,121.04777777777778,24.896666666666665,(03)5991267,光陽電動機車換電2.0,07:00-22:00
D4255,關東橋站,300,新竹市東區光復路一段529號,121.01305555555555,24.784722222222225,(03)5772433,光陽電動機車換電2.0,00:00-24:00
D4256,新豐站,303,新竹縣湖口鄉鳳山村新興路330號,121,24.8725,(03)5592308,光陽電動機車換電2.0,00:00-24:00
D4259,峨眉站,315,新竹縣峨眉鄉峨眉村3-1號,121.02527777777777,24.68722222222222,(03)5800564,電動機車充電,07:00-17:00
D4260,新庄子站,304,新竹縣新豐鄉重興村新庄路429號,120.98333333333333,24.906388888888888,(03)5593274,Gogoro電動機車換電,07:00-21:00
D4261,芎林站,307,新竹縣芎林鄉上山村文山路554號,121.0775,24.778055555555554,(03)5923740,光陽電動機車換電2.0,07:00-22:00
D4265,北埔站,314,新竹縣北埔鄉水磜村麻布樹排20號,121.06277777777777,24.705555555555556,(03)5802547,電動機車充電,07:00-21:00
D4266,南寮站,300,新竹市北區東大路四段292號,120.927777777778,24.8455555555556,(03)5363424,Gogoro電動機車換電,07:00-21:00
D426A,獅潭站,354,苗栗縣獅潭鄉新店村新店9-1號,120.92444444444445,24.546666666666667,(037)931276,Gogoro電動機車換電,07:00-18:00
D426G,中苗站,360,苗栗縣苗栗市中正路442號,120.82166666666666,24.560000000000002,(037)326764,Gogoro電動機車換電,00:00-24:00
D426J,西湖站,368,苗栗縣西湖鄉湖東村埔頂9-3號,120.75777777777778,24.569444444444443,(037)921048,Gogoro電動機車換電,07:00-21:00
D426L,銅鑼站,366,苗栗縣銅鑼鄉銅鑼村中正路151號,120.78694444444444,24.48777777777778,(037)981124,Gogoro電動機車換電,07:00-21:00
D426M,通霄站,357,苗栗縣通霄鎮中山路297號,120.67999,24.493055,(037)752075,Gogoro電動機車換電,07:00-21:00
D426N,山腳站,358,苗栗縣苑裡鎮舊社里158號,120.68138888888889,24.41888888888889,(037)745074,光陽電動機車換電2.0,07:00-21:00
D426P,自強路站,351,苗栗縣頭份市東庄里六鄰自強路二段170號,120.89500000000001,24.683611111111112,(037)615343,光陽電動機車換電3.0,07:00-21:00
D426S,造橋加油站,361,苗栗縣造橋鄉造橋村14鄰老庄27號,120.86322426818661,24.638951294562514,(037)563776,Gogoro電動機車換電,07:00-21:00
D426T,三義站,367,苗栗縣三義鄉中正路146號,120.770277777778,24.4122222222222,(037)872204,光陽電動機車換電2.0,07:00-21:00
D426V,南平路站,351,苗栗縣頭份市蘆竹路270號,120.88416666666667,24.678055555555556,(037)612746,Gogoro電動機車換電,07:00-21:00
D426W,頭份站,351,苗栗縣頭份市自強路2號,120.91250000000001,24.690833333333334,(037)663242,電動機車充電,00:00-24:00
D426W,頭份站,351,苗栗縣頭份市自強路2號,120.91250000000001,24.690833333333334,(037)663242,Gogoro電動機車換電,00:00-24:00
D426X,蘆竹站,351,苗栗縣頭份市中華路444號,120.89555555555556,24.67638888888889,(037)623740,Gogoro電動機車換電,07:00-21:00
D426Y,頭份工業區站,351,苗栗縣頭份市蘆竹里中華路519號,120.89527777777778,24.67666666666667,(037)626224,電動機車充電,07:00-21:00
D426Y,頭份工業區站,351,苗栗縣頭份市蘆竹里中華路519號,120.89527777777778,24.67666666666667,(037)626224,Gogoro電動機車換電,07:00-21:00
D426Z,中正路站,350,苗栗縣竹南鎮中正路120號,120.87222222222222,24.683611111111112,(037)463428,光陽電動機車換電2.0,00:00-24:00
D4273,長安站,303,新竹縣湖口鄉湖口村八德路二段461號,121.07833333333333,24.885833333333334,(03)5696829,Gogoro電動機車換電,07:00-21:00
D4275,豐興站,310,新竹縣竹東鎮北興路一段40號,121.09944444444444,24.72472222222222,(03)5947002,Gogoro電動機車換電,07:00-21:00
D4278,奕承站,300,新竹市香山區景觀大道830號,120.95805555555556,24.760277777777777,(03)5292057,Gogoro電動機車換電,07:00-22:00
D427A,竹南站,350,苗栗縣竹南鎮東平路101號,120.88305555555554,24.684722222222224,(037)624865,光陽電動機車換電2.0,07:00-21:00
D427E,大坪站,361,苗栗縣造橋鄉錦水村錦水7-30號,120.8913888888889,24.614444444444445,(037)541881,Gogoro電動機車換電,07:00-18:00
D427F,三灣站,352,苗栗縣三灣鄉中正路7-2號,120.95472222222223,24.648333333333333,(037)831137,Gogoro電動機車換電,07:00-21:00
D427G,南庄站,353,苗栗縣南庄鄉中正路197號,121.00138888888888,24.605833333333333,(037)822401,Gogoro電動機車換電,07:00-18:00
D4342,斗六站,640,雲林縣斗六市雲林路二段334號,120.52777777777777,23.700833333333332,(05)5322534,Gogoro電動機車換電,07:00-21:00
D4343,信義路站,600,嘉義市西區博愛路二段519號,120.428888888889,23.4688888888889,(05)2359381,電動機車充電,00:00-24:00
D4343,信義路站,600,嘉義市西區博愛路二段519號,120.428888888889,23.4688888888889,(05)2359381,Gogoro電動機車換電,00:00-24:00
D4345,虎尾站,632,雲林縣虎尾鎮平和里光復路131號,120.44666666666667,23.709166666666665,(05)6322524,Gogoro電動機車換電,07:00-21:00
D4346,吳鳳路站,600,嘉義市東區吳鳳南路92號,120.45416666666667,23.469166666666666,(05)2224070,光陽電動機車換電2.0,00:00-24:00
D434A,梅山站,603,嘉義縣梅山鄉梅北村中山路746號,120.54527777777777,23.59,(05)2622821,Gogoro電動機車換電,07:00-21:00
D434E,太保站,612,嘉義縣太保市春珠里春珠178號,120.33916666666666,23.4525,(05)3711635,電動機車充電,07:00-21:00
D434E,太保站,612,嘉義縣太保市春珠里春珠178號,120.33916666666666,23.4525,(05)3711635,光陽電動機車換電2.0,07:00-21:00
D434F,六腳站,615,嘉義縣六腳鄉六腳村六腳路2-15號,120.25777777777778,23.512777777777778,(05)3781175,光陽電動機車換電3.0,07:00-21:00
D434G,蒜頭站,615,嘉義縣六腳鄉蒜頭村1-15號,120.29333333333334,23.496111111111112,(05)3802944,光陽電動機車換電2.0,07:00-21:00
D434H,布袋站,625,嘉義縣布袋鎮興中里上海路1號,120.16694444444445,23.379444444444445,(05)3471410,光陽電動機車換電2.0,07:00-21:00
D434J,二崙自強站,649,雲林縣二崙鄉大同村大同路21號,120.37388888888889,23.791111111111114,(05)5984084,電動機車充電,07:00-21:00
D434J,二崙自強站,649,雲林縣二崙鄉大同村大同路21號,120.37388888888889,23.791111111111114,(05)5984084,光陽電動機車換電2.0,07:00-21:00
D434K,朴子山通路站,613,嘉義縣朴子市大鄉里大槺榔625號,120.25472222222223,23.465555555555554,(05)3799580,Gogoro電動機車換電,07:00-21:00
D434R,鹿草站,611,嘉義縣鹿草鄉後堀村山仔腳59號,120.31916666666666,23.40888888888889,(05)3751219,光陽電動機車換電2.0,07:00-21:00
D434T,褒忠站,634,雲林縣褒忠鄉埔姜村三民路231號,120.31638888888888,23.701666666666664,(05)6974165,Gogoro電動機車換電,07:00-21:00
D434U,大林中正路站,622,嘉義縣大林鎮中正路801號,120.46111111111111,23.609722222222224,(05)2659202,電動機車充電,07:00-21:00
D434U,大林中正路站,622,嘉義縣大林鎮中正路801號,120.46111111111111,23.609722222222224,(05)2659202,Gogoro電動機車換電,07:00-21:00
D434V,斗六南環路站,640,雲林縣斗六市文化路522號,120.55749999999999,23.7125,(05)5339692,電動機車充電,00:00-24:00
D434V,斗六南環路站,640,雲林縣斗六市文化路522號,120.55749999999999,23.7125,(05)5339692,Gogoro電動機車換電,00:00-24:00
D434W,斗南中興路站,630,雲林縣斗南鎮中興路201號,120.46305555555556,23.677222222222223,(05)5961172,電動機車充電,07:00-21:00
D434W,斗南中興路站,630,雲林縣斗南鎮中興路201號,120.46305555555556,23.677222222222223,(05)5961172,Gogoro電動機車換電,07:00-21:00
D434X,東山站,733,台南市東山區東正里東勢240號,120.40722222222223,23.329722222222223,(06)6800021,光陽電動機車換電3.0,07:00-21:00
D434Y,雲林東勢站,635,雲林縣東勢鄉復興村文化路2-10號,120.26916666666666,23.677222222222223,(05)6993200,光陽電動機車換電2.0,07:00-21:00
D434Z,北興站,600,嘉義市西區自由路436號,120.43333333333334,23.491944444444446,(05)2348070,電動機車充電,07:00-21:00
D434Z,北興站,600,嘉義市西區自由路436號,120.43333333333334,23.491944444444446,(05)2348070,Gogoro電動機車換電,07:00-21:00
D4350,大林站,622,嘉義縣大林鎮中正路260號,120.45,23.598888888888887,(05)2652049,光陽電動機車換電2.0,07:00-21:00
D4353,民雄站,621,嘉義縣民雄鄉建國路二段329號,120.43333333333334,23.550833333333333,(05)2262145,Gogoro電動機車換電,07:00-21:00
D4354,柳營站,736,台南市柳營區柳營路三段300號,120.31277777777777,23.291944444444447,(06)6222041,光陽電動機車換電2.0,07:00-21:00
D4355,莿桐站,647,雲林縣莿桐鄉中山路251號,120.4975,23.76,(05)5842054,光陽電動機車換電2.0,07:00-21:00
D4356,土庫站,633,雲林縣土庫鎮建國路131號,120.39361111111111,23.678611111111113,(05)6622644,Gogoro電動機車換電,07:00-21:00
D4357,崙背站,637,雲林縣崙背鄉南陽村正義路123號,120.35916666666667,23.761111111111113,(05)6962049,Gogoro電動機車換電,07:00-21:00
D4357,崙背站,637,雲林縣崙背鄉南陽村正義路123號,120.35916666666667,23.761111111111113,(05)6962049,光陽電動機車換電2.0,07:00-21:00
D4358,後壁站,731,台南市後壁區後壁里42號,120.35972222222222,23.363333333333333,(06)6871004,Gogoro電動機車換電,07:00-21:00
D4359,南靖站,608,嘉義縣水上鄉三鎮路101-1號,120.38944444444445,23.419722222222223,(05)2682029,Gogoro電動機車換電,07:00-21:00
D435G,大埔站,607,嘉義縣大埔鄉和平村雙溪14-3號,120.59861111111111,23.30138888888889,(05)2521484,光陽電動機車換電2.0,07:00-18:00
D435H,番路站,602,嘉義縣番路鄉下坑村下坑40-2號,120.53777777777778,23.47083333333333,(05)2592386,光陽電動機車換電2.0,07:00-21:00
D435J,義和站,647,雲林縣莿桐鄉義和村三和37-5號,120.47888888888889,23.775555555555556,(05)5844090,Gogoro電動機車換電,00:00-24:00
D435K,馬光站,633,雲林縣土庫鎮後埔里後埔路500號,120.36527777777778,23.703888888888887,(05)6651124,光陽電動機車換電2.0,07:00-21:00
D435R,石卓站,604,嘉義縣竹崎鄉中和村永和1-1號,120.68944444444445,23.46472222222222,(05)2561944,Gogoro電動機車換電,07:30-18:00
D4360,新港站,616,嘉義縣新港鄉菜公村菜公厝64-1號,120.34694444444445,23.550833333333333,(05)3742054,電動機車充電,00:00-24:00
D4360,新港站,616,嘉義縣新港鄉菜公村菜公厝64-1號,120.34694444444445,23.550833333333333,(05)3742054,光陽電動機車換電2.0,00:00-24:00
D4362,林內站,643,雲林縣林內鄉林中村中正路532號,120.61055555555555,23.752222222222223,(05)5892048,Gogoro電動機車換電,07:00-21:00
D4363,文化路站,600,嘉義市西區文化路11號,120.45,23.4744444444444,(05)2226551,Gogoro電動機車換電,07:00-21:00
D4364,虎尾新生路站,632,雲林縣虎尾鎮新生路155號,120.43611111111112,23.70722222222222,(05)6322812,電動機車充電,00:00-24:00
D4364,虎尾新生路站,632,雲林縣虎尾鎮新生路155號,120.43611111111112,23.70722222222222,(05)6322812,Gogoro電動機車換電,00:00-24:00
D4365,二崙站,649,雲林縣二崙鄉崙東村中山路一段102號,120.41722222222222,23.77361111111111,(05)5982056,電動機車充電,07:00-21:00
D4365,二崙站,649,雲林縣二崙鄉崙東村中山路一段102號,120.41722222222222,23.77361111111111,(05)5982056,Gogoro電動機車換電,07:00-21:00
D4366,中山路站,600,嘉義市東區中山路90號,120.45944444444444,23.48222222222222,(05)2789320,Gogoro電動機車換電,07:00-21:00
D4367,四湖站,654,雲林縣四湖鄉施湖村中山西路199號,120.22055555555556,23.63722222222222,(05)7872053,光陽電動機車換電2.0,07:00-21:00
D4368,林森路站,600,嘉義市西區林森西路281號,120.44388888888889,23.480555555555554,(05)2279744,Gogoro電動機車換電,07:00-22:00
D4371,台西站,636,雲林縣台西鄉中山路36號,120.20277777777778,23.699166666666667,(05)6982124,Gogoro電動機車換電,07:00-21:00
D4373,古坑站,646,雲林縣古坑鄉西平村中山路291號,120.56027777777777,23.650277777777777,(05)5821534,Gogoro電動機車換電,07:00-21:00
D4375,大埤站,631,雲林縣大埤鄉南和村大埤路543號,120.43472222222222,23.64611111111111,(05)5912494,光陽電動機車換電2.0,07:00-21:00
D4376,口湖站,653,雲林縣口湖鄉湖東村中正路一段99號,120.185,23.581944444444446,(05)7892504,Gogoro電動機車換電,07:00-21:00
D4378,溪口站,623,嘉義縣溪口鄉溪東村民族西路１號,120.40055555555556,23.602500000000003,(05)2691700,光陽電動機車換電2.0,07:00-21:00
D4397,嘉保站,612,嘉義縣太保市安仁里嘉朴東路1段116號,120.29888888888888,23.459166666666665,(05)3623558,Gogoro電動機車換電,07:00-21:00
D43W2,雅虎站,640,雲林縣斗六市虎溪里西平路776號,120.523611111111,23.7266666666667,(05)5514796,電動機車充電,00:00-24:00
D43W2,雅虎站,640,雲林縣斗六市虎溪里西平路776號,120.523611111111,23.7266666666667,(05)5514796,Gogoro電動機車換電,00:00-24:00
D43X5,阿里山新站,605,嘉義縣阿里山鄉南阿里山55-5號,120.79277777777777,23.504166666666666,(05)2679058,Gogoro電動機車換電,08:00-17:00
D504B,生產路站,701,台南市東區大同路二段869號,120.21678,22.964283000000002,(06)2901361,電動機車充電,07:00-21:00
D504B,生產路站,701,台南市東區大同路二段869號,120.21678,22.964283000000002,(06)2901361,Gogoro電動機車換電,07:00-21:00
D504Q,隆田站,720,台南市官田區隆本里中華路二段23號,120.31611111111111,23.199444444444445,(06)5791257,Gogoro電動機車換電,07:00-21:00
D504Q,隆田站,720,台南市官田區隆本里中華路二段23號,120.31611111111111,23.199444444444445,(06)5791257,光陽電動機車換電2.0,07:00-21:00
D504S,新化站,712,台南市新化區中山路575號,120.30111111111111,23.03611111111111,(06)5982150,光陽電動機車換電2.0,07:00-22:00
D505C,永康站,710,台南市永康區蔦松里中正北路348號,120.255,23.041666666666668,(06)2433157,Gogoro電動機車換電,07:00-22:00
D505D,學甲站,726,台南市學甲區華宗路311號,120.1825,23.22972222222222,(06)7832264,Gogoro電動機車換電,07:00-21:00
D505E,前鋒站,704,台南市北區前鋒路283號,120.21527777777779,23.004722222222224,(06)2082162,電動機車充電,00:00-24:00
D505E,前鋒站,704,台南市北區前鋒路283號,120.21527777777779,23.004722222222224,(06)2082162,Gogoro電動機車換電,00:00-24:00
D505I,大灣站,710,台南市永康區建國里復興路69號,120.24888888888889,22.998333333333335,(06)2724010,Gogoro電動機車換電,00:00-24:00
D505N,茄拔站,741,台南市善化區嘉北里茄拔2-30號,120.32805555555555,23.144444444444446,(06)5838334,Gogoro電動機車換電,07:00-21:00
D505P,府前路站,700,台南市中西區府前路二段256號,120.19083333333333,22.991944444444446,(06)2971568,Gogoro電動機車換電,07:00-21:00
D505Q,左鎮站,713,台南市左鎮區睦光里睦光5-2號,120.41583333333334,23.060277777777777,(06)5731946,Gogoro電動機車換電,07:00-15:00
D505V,中華路東站,701,台南市東區中華東路三段171號,120.226111111111,22.9772222222222,(06)2674935,Gogoro電動機車換電,07:00-21:00
D505W,中華路西站,701,台南市東區中華東路三段170號,120.226111111111,22.9777777777778,(06)2673501,Gogoro電動機車換電,07:00-21:00
D505X,官田工業區站,720,台南市官田區二鎮里工業路23-1號,120.32305555555556,23.210833333333333,(06)6987265,電動機車充電,07:00-21:00
D505X,官田工業區站,720,台南市官田區二鎮里工業路23-1號,120.32305555555556,23.210833333333333,(06)6987265,Gogoro電動機車換電,07:00-21:00
D505Y,龍崎站,719,台南市龍崎區崎頂里新市子102-1號,120.36472222222221,22.96361111111111,(06)5941164,Gogoro電動機車換電,07:00-18:00
D506B,大湖站,829,高雄市湖內區大湖里中山路一段72號,120.25194444444445,22.878611111111113,(07)6931793,電動機車充電,00:00-24:00
D506B,大湖站,829,高雄市湖內區大湖里中山路一段72號,120.25194444444445,22.878611111111113,(07)6931793,Gogoro電動機車換電,00:00-24:00
D506C,安中路站,709,台南市安南區安中路四段446號,120.16055555555556,23.05388888888889,(06)2569825,電動機車充電,07:00-21:00
D506C,安中路站,709,台南市安南區安中路四段446號,120.16055555555556,23.05388888888889,(06)2569825,Gogoro電動機車換電,07:00-21:00
D506G,學甲中正路站,726,台南市學甲區中正路645號,120.18944444444445,23.244444444444447,(06)7837900,Gogoro電動機車換電,07:00-21:00
D506I,崇善路站,701,台南市東區崇善路557號,120.23,22.973055555555554,(06)2697873,Gogoro電動機車換電,07:00-22:00
D506M,永華路東站,708,台南市安平區永華路二段216號,120.18083333333334,22.990000000000002,(06)2992048,Gogoro電動機車換電,00:00-24:00
D506N,中華西路南站,700,台南市中西區中華西路二段2號,120.18694444444445,22.987222222222222,(06)2970350,光陽電動機車換電2.0,00:00-24:00
D506P,善化站,741,台南市善化區中山路368號,120.29277777777777,23.1325,(06)5817264,Gogoro電動機車換電,07:00-22:00
D506Q,下營站,735,台南市下營區中山路一段386號,120.26972222222223,23.238333333333333,(06)6892054,光陽電動機車換電2.0,07:00-21:00
D506R,文賢路站,700,台南市中西區文賢路229號,120.19333333333334,23.004444444444445,(06)2591749,Gogoro電動機車換電,00:00-24:00
D506T,東門路站,701,台南市東區東門路二段39號,120.22,22.98638888888889,(06)2371994,光陽電動機車換電2.0,07:00-22:00
D506X,玉井站,714,台南市玉井區玉田里中山路91號,120.465,23.120833333333334,(06)5742476,Gogoro電動機車換電,06:30-21:30
D506Y,關廟站,718,台南市關廟區中山路二段166號,120.32555555555555,22.960555555555555,(06)5952131,光陽電動機車換電2.0,07:00-22:00
D506Z,慶平路站,708,台南市安平區慶平路485號,120.17333333333333,22.996944444444445,(06)2970189,Gogoro電動機車換電,07:00-21:00
D507A,健康路站,708,台南市安平區健康路三段238號,120.17444444444445,22.983888888888888,(06)2997901,Gogoro電動機車換電,07:00-22:00
D507B,灣裡站,702,台南市南區明興路1081號,120.18527777777778,22.929444444444446,(06)2626810,Gogoro電動機車換電,07:00-21:00
D507B,灣裡站,702,台南市南區明興路1081號,120.18527777777778,22.929444444444446,(06)2626810,光陽電動機車換電2.0,07:00-21:00
D507D,中油南科站,744,台南市新市區南科二路3號,120.28694444444444,23.09638888888889,(06)5051229,Gogoro電動機車換電,07:00-21:00
D507E,麻學站,721,台南市麻豆區麻學路二段279號,120.215,23.19527777777778,(06)5700735,電動機車充電,07:00-21:00
