站代號,站名,郵遞區號,地址,經度,緯度,電話,服務類型,提供服務時段
D507F,喜樹站,702,台南市南區喜樹路63號(週日暫停營業),120.18027777777779,22.94611111111111,(06)2960944,電動機車充電,07:00-15:00
D507F,喜樹站,702,台南市南區喜樹路63號(週日暫停營業),120.18027777777779,22.94611111111111,(06)2960944,Gogoro電動機車換電,07:00-15:00
D507G,民生路站,700,台南市中西區民生路二段303號,120.19111111111111,22.996666666666666,(06)2233627,Gogoro電動機車換電,07:00-21:00
D507H,成功路站,704,台南市北區成功路16號,120.20944444444444,22.998055555555556,(06)2222894,Gogoro電動機車換電,00:00-24:00
D507I,北門站,727,台南市北門區仁里里二重港108號,120.13444444444445,23.241666666666667,(06)7862128,Gogoro電動機車換電,07:00-21:00
D507J,和順站,709,台南市安南區安和路四段335號,120.21861111111112,23.058055555555555,(06)3559301,Gogoro電動機車換電,07:00-22:00
D507K,南化站,716,台南市南化區南化里217號,120.47888888888889,23.04361111111111,(06)5771128,光陽電動機車換電2.0,07:00-18:00
D507L,六甲站,734,台南市六甲區水林里中山路446號,120.34166666666667,23.233333333333334,(06)6982404,光陽電動機車換電2.0,07:00-21:00
D507N,大同路站,702,台南市南區大同路二段380號,120.21361111111112,22.975277777777777,(06)2153503,電動機車充電,00:00-24:00
D507N,大同路站,702,台南市南區大同路二段380號,120.21361111111112,22.975277777777777,(06)2153503,Gogoro電動機車換電,00:00-24:00
D507R,新市站,744,台南市新市區港墘里中山路156號,120.29972222222221,23.07361111111111,(06)5991020,Gogoro電動機車換電,07:00-22:00
D507S,將軍站,725,台南市將軍區忠嘉里忠興162-1號,120.15916666666668,23.204444444444444,(06)7942205,Gogoro電動機車換電,07:00-21:00
D507S,將軍站,725,台南市將軍區忠嘉里忠興162-1號,120.15916666666668,23.204444444444444,(06)7942205,光陽電動機車換電2.0,07:00-21:00
D507T,歸仁站,711,台南市歸仁區中山路三段201號,120.28277777777778,22.967777777777776,(06)2301003,Gogoro電動機車換電,07:00-22:00
D507U,大內站,742,台南市大內區石城里石子瀨122-12號,120.35472222222222,23.121111111111112,(06)5761914,Gogoro電動機車換電,07:00-21:00
D507U,大內站,742,台南市大內區石城里石子瀨122-12號,120.35472222222222,23.121111111111112,(06)5761914,光陽電動機車換電2.0,07:00-21:00
D507V,山上站,743,台南市山上區明和里232號,120.35083333333333,23.10611111111111,(06)5781556,Gogoro電動機車換電,07:00-21:00
D507X,安順站,709,台南市安南區安中路一段650號,120.19555555555556,23.043055555555558,(06)2569187,Gogoro電動機車換電,00:00-24:00
D507Y,中油安定交流道站,745,台南市安定區安加里安定258-12號,120.23527777777778,23.113333333333333,(06)5921844,Gogoro電動機車換電,00:00-24:00
D507Z,茄萣站,852,高雄市茄萣區白雲里白砂路6號,120.18416666666667,22.90694444444444,(07)6902849,Gogoro電動機車換電,07:00-21:00
D5094,烏山頭交流道站,720,台南市官田區烏山頭里嘉南78之15號,120.353611111111,23.2125,(06)6990026,Gogoro電動機車換電,07:00-21:00
D509B,育平路站,708,台南市安平區育平路80號,120.16666666666667,22.986944444444447,(06)2933845,Gogoro電動機車換電,07:00-21:00
D509C,光州站,708,台南市安平區永華路二段1255號,120.16027777777778,22.99138888888889,(06)2999156,電動機車充電,07:00-17:00
D509C,光州站,708,台南市安平區永華路二段1255號,120.16027777777778,22.99138888888889,(06)2999156,Gogoro電動機車換電,07:00-17:00
D509G,中油永交站,710,台南市永康區中正北路319號,120.24777777777778,23.041944444444447,(06)2436250,Gogoro電動機車換電,00:00-24:00
D509G,中油永交站,710,台南市永康區中正北路319號,120.24777777777778,23.041944444444447,(06)2436250,光陽電動機車換電2.0,00:00-24:00
D50W1,歸仁高鐵站,711,台南市歸仁區武東里中正南路二段11號,120.27777777777777,22.92888888888889,(06)3032093,Gogoro電動機車換電,07:00-21:00
D50W6,西拉雅站,744,台南市新市區三舍里三舍239號,120.295,23.105833333333333,(06)5899042,Gogoro電動機車換電,07:00-21:00
D50W6,西拉雅站,744,台南市新市區三舍里三舍239號,120.295,23.105833333333333,(06)5899042,光陽電動機車換電2.0,07:00-21:00
D50W9,安平古堡站,700,台南市中西區西賢里31鄰民權路四段730號,120.16722222222222,23.001944444444444,(06)3587703,Gogoro電動機車換電,07:00-21:00
D50W9,安平古堡站,700,台南市中西區西賢里31鄰民權路四段730號,120.16722222222222,23.001944444444444,(06)3587703,光陽電動機車換電2.0,07:00-21:00
D5140,建國二路站,807,高雄市三民區建國二路66號,120.31083333333333,22.637777777777778,(07)2383484,Gogoro電動機車換電,00:00-24:00
D5141,中正四路站,801,高雄市前金區中正四路251號,120.29138888888889,22.6275,(07)2212453,Gogoro電動機車換電,07:00-23:00
D5144,運河南路站,801,高雄市前金區河南二路87號,120.29527777777777,22.634999999999998,(07)2850458,Gogoro電動機車換電,07:00-21:00
D5145,岡山站,820,高雄市岡山區岡山南路45號,120.297777777778,22.7822222222222,(07)6252450,Gogoro電動機車換電,00:00-24:00
D5146,後勁站,811,高雄市楠梓區後昌路200號,120.3097222,22.7163888,(07)3613018,Gogoro電動機車換電,00:00-24:00
D5148,楠梓站,811,高雄市楠梓區高楠公路1376號,120.32555555555555,22.71944444444444,(07)3511761,Gogoro電動機車換電,07:00-22:00
D514A,中正二路站,800,高雄市新興區中正二路166號,120.31722222222221,22.630833333333335,(07)2241235,Gogoro電動機車換電,07:00-23:00
D514E,鼓山三路站,804,高雄市鼓山區鼓山三路5-1號,120.276944444444,22.6480555555556,(07)5612463,Gogoro電動機車換電,07:00-23:00
D514F,三多三路站,802,高雄市苓雅區三多三路264號,120.305277777778,22.6144444444444,(07)3335774,Gogoro電動機車換電,07:00-22:00
D514G,林園站,832,高雄市林園區林園北路350號,120.39527777777778,22.511944444444445,(07)6412285,電動機車充電,07:00-22:00
D514G,林園站,832,高雄市林園區林園北路350號,120.39527777777778,22.511944444444445,(07)6412285,Gogoro電動機車換電,07:00-22:00
D514H,公園路站,900,屏東縣屏東市民權路74號,120.4925,22.6736111111111,(08)7325794,光陽電動機車換電2.0,07:00-22:00
D514K,建工路站,807,高雄市三民區建工路566號,120.32472222222222,22.650277777777777,(07)3832928,Gogoro電動機車換電,00:00-24:00
D514L,五甲站,830,高雄市鳳山區五甲一路232號,120.35472222222222,22.618333333333332,(07)7460364,Gogoro電動機車換電,00:00-24:00
D514M,中正路站,900,屏東縣屏東市中正路375號,120.49472222222222,22.685555555555556,(08)7364224,Gogoro電動機車換電,00:00-24:00
D514N,高樹站,906,屏東縣高樹鄉長榮村興中路170號,120.59916666666666,22.822777777777777,(08)7962205,光陽電動機車換電3.0,06:30-21:30
D514R,山東街站,807,高雄市三民區山東街70號,120.31166666666667,22.6425,(07)3118164,Gogoro電動機車換電,07:00-23:00
D514T,臨海工業區站,812,高雄市小港區沿海二路2號,120.37083333333332,22.543055555555558,(07)8010873,電動機車充電,07:00-22:00
D514T,臨海工業區站,812,高雄市小港區沿海二路2號,120.37083333333332,22.543055555555558,(07)8010873,Gogoro電動機車換電,07:00-22:00
D514U,鹽埔站,907,屏東縣鹽埔鄉鹽中村勝利路25號,120.57027777777778,22.753055555555555,(08)7932507,光陽電動機車換電2.0,06:30-21:30
D514V,萬巒站,923,屏東縣萬巒鄉萬巒村中正路5-2號,120.56416666666667,22.57027777777778,(08)7811648,Gogoro電動機車換電,07:00-21:00
D514W,佳冬站,931,屏東縣佳冬鄉六根村佳和路145號,120.54444444444444,22.41722222222222,(08)8662004,Gogoro電動機車換電,07:00-22:00
D514X,南州站,926,屏東縣南州鄉七塊村三民路270號,120.50138888888888,22.488611111111112,(08)8642298,Gogoro電動機車換電,07:00-21:00
D514Y,大寮站,831,高雄市大寮區永芳里鳳林三路616號,120.39500000000001,22.60888888888889,(07)7813631,Gogoro電動機車換電,06:30-22:30
D514Z,鳳松站,830,高雄市鳳山區武松里鳳松路178-5號,120.36277777777777,22.636944444444445,(07)7431562,Gogoro電動機車換電,00:00-24:00
D5152,潮州站,920,屏東縣潮州鎮三和里延平路217號,120.53999999999999,22.556944444444444,(08)7882044,Gogoro電動機車換電,00:00-24:00
D5153,前鎮站,806,高雄市前鎮區擴建路1-1號,120.30611111111111,22.591388888888886,(07)8213719,Gogoro電動機車換電,07:00-22:00
D5154,成功一路站,801,高雄市前金區成功一路384號,120.29416666666667,22.62361111111111,(07)2218734,光陽電動機車換電2.0,07:00-23:00
D5155,鳳山站,830,高雄市鳳山區中山東路10號,120.36333333333333,22.62027777777778,(07)7462492,Gogoro電動機車換電,06:00-23:00
D5156,忠孝路站,900,屏東縣屏東市忠孝路209-1號,120.48833333333333,22.679722222222225,(08)7337759,Gogoro電動機車換電,06:30-22:30
D5157,東港站,928,屏東縣東港鎮興東里中正路一段85號,120.455,22.471666666666664,(08)8322352,Gogoro電動機車換電,00:00-24:00
D5159,美濃站,843,高雄市美濃區和合里成功路133號,120.54694444444445,22.89388888888889,(07)6812044,Gogoro電動機車換電,06:30-21:30
D515A,林森二路站,800,高雄市新興區新田路82號,120.30583333333333,22.623055555555556,(07)2819638,Gogoro電動機車換電,07:00-23:00
D515E,瑞豐站,806,高雄市前鎮區瑞福路2號,120.336653,22.604724,(07)7610629,Gogoro電動機車換電,00:00-24:00
D515F,燕巢站,824,高雄市燕巢區南燕里中興路199號,120.36277777777777,22.78805555555556,(07)6161704,Gogoro電動機車換電,07:00-21:00
D515G,永安站,828,高雄市永安區維新里保安路47號,120.24222222222222,22.81416666666667,(07)6912014,Gogoro電動機車換電,07:00-21:00
D515H,林園沿海路站,832,高雄市林園區港埔里沿海路四段1號,120.3863888888889,22.5,(07)6417604,Gogoro電動機車換電,07:00-22:00
D515J,大樹站,840,高雄市大樹區檨腳里中興北路184號,120.43416666666667,22.698888888888888,(07)6561249,光陽電動機車換電2.0,07:00-21:00
D515K,水門站,912,屏東縣內埔鄉水門村中山路1號,120.63805555555557,22.704722222222223,(08)7991585,電動機車充電,06:00-21:00
D515L,梓官站,826,高雄市梓官區梓和里和平路317號,120.2625,22.760277777777777,(07)6173555,Gogoro電動機車換電,00:00-24:00
D515M,旗津站,805,高雄市旗津區中洲二路259號(禁止高度3.5公尺以上大型車輛進入),120.285,22.59111111111111,(07)5717391,Gogoro電動機車換電,07:00-21:00
D515N,杉林站,846,高雄市杉林區月眉里清水路304號,120.53833333333333,22.97,(07)6772888,電動機車充電,07:00-21:00
D515N,杉林站,846,高雄市杉林區月眉里清水路304號,120.53833333333333,22.97,(07)6772888,光陽電動機車換電2.0,07:00-21:00
D515R,長治站,908,屏東縣長治鄉崙上村中興路549號,120.53861111111111,22.6925,(08)7622443,Gogoro電動機車換電,06:30-22:00
D515U,新園站,932,屏東縣新園鄉內庄村興安路54號,120.46333333333334,22.523888888888887,(08)8684312,Gogoro電動機車換電,06:30-21:30
D515V,潮星站,920,屏東縣潮州鎮三星里潮州路730號,120.55555555555556,22.54527777777778,(08)7894008,電動機車充電,07:00-21:00
D515V,潮星站,920,屏東縣潮州鎮三星里潮州路730號,120.55555555555556,22.54527777777778,(08)7894008,光陽電動機車換電2.0,07:00-21:00
D515W,竹田站,911,屏東縣竹田鄉泗州村連成路6-4號,120.52361111111111,22.56888888888889,(08)7894179,光陽電動機車換電2.0,07:00-21:00
D515X,四維三路站(愛心站),802,高雄市苓雅區永定街93號,120.31138888888889,22.61916666666667,(07)3330396,Gogoro電動機車換電,07:00-22:00
D515Y,民權路站,806,高雄市前鎮區一心一路291號,120.31361111111111,22.609722222222224,(07)3316290,Gogoro電動機車換電,00:00-24:00
D515Z,滿州站,947,屏東縣滿州鄉永靖村新庄路150號,120.81194444444444,22.005555555555556,(08)8801713,電動機車充電,07:00-18:00
D5160,里港站,905,屏東縣里港鄉大平村中山南路25號,120.49361111111111,22.772222222222222,(08)7752054,光陽電動機車換電2.0,00:00-24:00
D5161,恆春站,946,屏東縣恆春鎮網紗里省北路7號,120.74333333333334,22.009166666666665,(08)8892635,Gogoro電動機車換電,07:00-21:00
D5163,萬丹站,913,屏東縣萬丹鄉萬丹路一段399號,120.48861111111111,22.593333333333334,(08)7772142,Gogoro電動機車換電,06:30-22:00
D5164,橋頭站,825,高雄市橋頭區橋頭里成功北路15號,120.307777777778,22.7625,(07)6113644,Gogoro電動機車換電,07:00-23:00
D5166,中正三路站,800,高雄市新興區中正三路9號,120.31055555555555,22.630555555555556,(07)2261045,Gogoro電動機車換電,07:00-23:00
D5167,三多二路站,802,高雄市苓雅區三多二路80號,120.32694444444444,22.62138888888889,(07)7618709,Gogoro電動機車換電,07:00-23:00
D5168,中山二路站,801,高雄市前金區中山二路569號,120.301111111111,22.6219444444444,(07)2317441,光陽電動機車換電2.0,07:00-22:00
D5169,大義街站,803,高雄市鹽埕區大義街56-1號,120.28611111111111,22.620555555555555,(07)5518163,Gogoro電動機車換電,07:00-23:00
D516E,麟洛站,909,屏東縣麟洛鄉麟蹄村中山路64號,120.53055555555555,22.6475,(08)7233148,電動機車充電,07:00-22:00
D516E,麟洛站,909,屏東縣麟洛鄉麟蹄村中山路64號,120.53055555555555,22.6475,(08)7233148,光陽電動機車換電2.0,07:00-22:00
D516F,覺民路站,807,高雄市三民區覺民路362號,120.33444444444444,22.640833333333333,(07)3869992,Gogoro電動機車換電,00:00-24:00
D516G,嶺口站,840,高雄市大樹區統嶺里統嶺路125號之2,120.4363888888889,22.773333333333333,(07)6562965,光陽電動機車換電2.0,07:00-21:00
D516K,鼎山路站,807,高雄市三民區鼎山街373號,120.32194444444444,22.65722222222222,(07)3839681,Gogoro電動機車換電,00:00-24:00
D516L,墾丁站,946,屏東縣恆春鎮墾丁里墾丁路402號,120.79277777777777,21.94611111111111,(08)8861408,Gogoro電動機車換電,07:00-21:00
D516N,右昌軍校路站,811,高雄市楠梓區軍校路737號,120.29222222222222,22.70861111111111,(07)3637331,Gogoro電動機車換電,06:30-22:00
D516R,內門站,845,高雄市內門區南屏路125號,120.455,22.921111111111113,(07)6671661,光陽電動機車換電2.0,07:00-21:00
D516T,和生路站,900,屏東縣屏東市橋南里和生路一段560號,120.49472222222222,22.653055555555554,(08)7536740,電動機車充電,07:00-21:00
D516U,九如東寧站,904,屏東縣九如鄉東寧村九如路一段16號,120.4888888888889,22.72,(08)7390078,Gogoro電動機車換電,06:00-22:00
D516V,南鼓山站,804,高雄市鼓山區捷興二街46號,120.27527777777777,22.621944444444445,(07)5517556,Gogoro電動機車換電,07:00-22:00
D516X,崁頂站,924,屏東縣崁頂鄉崁頂村中正路251號,120.52055555555556,22.521666666666665,(08)8632842,Gogoro電動機車換電,07:00-21:00
D516Y,蚵仔寮站,826,高雄市梓官區信蚵里通港路通港巷1號(備註：週日暫停營業),120.25361111111111,22.724444444444444,(07)6103984,Gogoro電動機車換電,09:00-18:00
D5170,楓港站,941,屏東縣枋山鄉楓港村舊庄路53號,120.68944444444445,22.199166666666667,(08)8771141,Gogoro電動機車換電,07:00-21:00
D5171,建國一路站,802,高雄市苓雅區建國一路142號,120.33,22.63277777777778,(07)7518715,Gogoro電動機車換電,00:00-24:00
D5173,復興路站,900,屏東縣屏東市復興路261號,120.48777777777778,22.660833333333333,(08)7525421,Gogoro電動機車換電,00:00-24:00
D5175,新埤站,925,屏東縣新埤鄉新埤村新中路74號,120.54833333333333,22.46972222222222,(08)7971017,Gogoro電動機車換電,00:00-24:00
D5176,仁武站,814,高雄市仁武區鳳仁路282號,120.34444444444443,22.703333333333333,(07)3711361,電動機車充電,00:00-24:00
D5176,仁武站,814,高雄市仁武區鳳仁路282號,120.34444444444443,22.703333333333333,(07)3711361,Gogoro電動機車換電,00:00-24:00
D5177,九曲堂站,831,高雄市大寮區義和里鳳屏二路297號,120.41777777777779,22.642222222222223,(07)6512175,Gogoro電動機車換電,07:00-21:00
D5178,小港站,812,高雄市小港區大業北路45號,120.34416666666667,22.5675,(07)8023938,Gogoro電動機車換電,06:00-23:00
D5179,六龜站,844,高雄市六龜區光復路308號,120.63611111111112,22.991111111111113,(07)6891059,光陽電動機車換電2.0,07:00-21:00
D517A,小琉球站,929,屏東縣琉球鄉大福村和平路3巷33-7號,120.37194444444444,22.33222222222222,(08)8613054,Gogoro電動機車換電,08:00-17:30
D517E,南寮站,827,高雄市彌陀區南寮里漁港路71號(備註：週六、日暫停營業),120.237222222222,22.7641666666667,(07)6109661,Gogoro電動機車換電,09:00-18:00
D517M,南州交流道站,926,屏東縣南州鄉壽元村大同路107號,120.53888888888889,22.491666666666667,(08)8644993,光陽電動機車換電2.0,00:00-24:00
D517N,大林站,812,高雄市小港區鳳華路1號,120.34972222222221,22.52472222222222,(07)8714612,電動機車充電,07:00-21:00
D517N,大林站,812,高雄市小港區鳳華路1號,120.34972222222221,22.52472222222222,(07)8714612,Gogoro電動機車換電,07:00-21:00
D517R,前鎮漁港路加油站,806,高雄市前鎮區漁港路2-1號,120.318333333333,22.5777777777778,(07)8224007,電動機車充電,07:00-21:00
D517R,前鎮漁港路加油站,806,高雄市前鎮區漁港路2-1號,120.318333333333,22.5777777777778,(07)8224007,Gogoro電動機車換電,07:00-21:00
D5180,楠梓交流道站,811,高雄市楠梓區鳳楠路45號,120.33111111111111,22.72222222222222,(07)3537642,電動機車充電,00:00-24:00
D5180,楠梓交流道站,811,高雄市楠梓區鳳楠路45號,120.33111111111111,22.72222222222222,(07)3537642,光陽電動機車換電2.0,00:00-24:00
D556A,馬公站,880,澎湖縣馬公市民福路18號,119.568611111111,23.565,(06)9272595,Gogoro電動機車換電,07:00-22:00
D556E,通梁站,884,澎湖縣白沙鄉通梁村25-1號,119.562777777778,23.6594444444444,(06)9931021,Gogoro電動機車換電,08:00-17:00
D556E,通梁站,884,澎湖縣白沙鄉通梁村25-1號,119.562777777778,23.6594444444444,(06)9931021,光陽電動機車換電3.0,08:00-17:00
D556J,池東站,881,澎湖縣西嶼鄉池東村2-1號,119.511111111111,23.6036111111111,(06)9982265,Gogoro電動機車換電,07:00-16:00
D6140,港口站,970,花蓮縣花蓮市吉林路2號,121.63138888888888,23.997222222222224,(03)8228640,Gogoro電動機車換電,07:00-21:00
D6142,玉里站,981,花蓮縣玉里鎮大同路219號,121.3125,23.333333333333332,(03)8882307,Gogoro電動機車換電,07:00-21:00
D6143,太魯閣站,972,花蓮縣秀林鄉富世村154-1號,121.62555555555555,24.151666666666664,(03)8611009,Gogoro電動機車換電,07:00-19:00
D6144,光復站,976,花蓮縣光復鄉中山路二段340號,121.42472222222223,23.66777777777778,(03)8701070,光陽電動機車換電2.0,08:00-16:00
D6145,鳳林站,975,花蓮縣鳳林鎮中正路一段371號,121.44611111111111,23.741111111111113,(03)8762114,電動機車充電,07:00-21:00
D6145,鳳林站,975,花蓮縣鳳林鎮中正路一段371號,121.44611111111111,23.741111111111113,(03)8762114,Gogoro電動機車換電,07:00-21:00
D6146,南埔站,973,花蓮縣吉安鄉仁和村中正路二段6號,121.58972222222222,23.964166666666667,(03)8522853,Gogoro電動機車換電,00:00-24:00
D6147,瑞穗站,978,花蓮縣瑞穗鄉瑞穗村2鄰中正南路一段105號,121.37722222222222,23.493333333333336,(03)8872201,Gogoro電動機車換電,07:00-21:00
D6147,瑞穗站,978,花蓮縣瑞穗鄉瑞穗村2鄰中正南路一段105號,121.37722222222222,23.493333333333336,(03)8872201,光陽電動機車換電2.0,07:00-21:00
D6148,豐濱站,977,花蓮縣豐濱鄉豐濱村光豐路53號,121.52027777777778,23.602500000000003,(03)8791134,電動機車充電,08:00-17:00
D6148,豐濱站,977,花蓮縣豐濱鄉豐濱村光豐路53號,121.52027777777778,23.602500000000003,(03)8791134,Gogoro電動機車換電,08:00-17:00
D6149,壽豐站,974,花蓮縣壽豐鄉壽豐路一段1號,121.50888888888889,23.86777777777778,(03)8655891,Gogoro電動機車換電,07:00-21:00
D6151,中山路站,970,花蓮縣花蓮市中山路752號,121.595,23.995833333333334,(03)8561117,Gogoro電動機車換電,00:00-24:00
D6153,和平站,972,花蓮縣秀林鄉和平村和平路32-1號,121.74361111111111,24.316666666666666,(03)8681261,Gogoro電動機車換電,07:00-21:00
D6154,赤科山站,981,花蓮縣玉里鎮觀音里高寮18-7號,121.35277777777777,23.38222222222222,(03)8851546,光陽電動機車換電2.0,07:00-18:00
D6155,馬太鞍站,976,花蓮縣光復鄉林森路300號,121.42305555555556,23.673055555555557,(03)8700125,光陽電動機車換電2.0,07:00-21:00
D6160,羅東站,268,宜蘭縣五結鄉中正路二段94號,121.769256,24.697584,(03)9654651,Gogoro電動機車換電,00:00-24:00
D6161,宜蘭站,260,宜蘭縣宜蘭市中山路五段139號,121.756575,24.770564,(03)9282621,Gogoro電動機車換電,00:00-24:00
D6162,蘇澳站,270,宜蘭縣蘇澳鎮中山路一段196號,121.847036,24.596053,(03)9963524,電動機車充電,07:00-22:00
D6162,蘇澳站,270,宜蘭縣蘇澳鎮中山路一段196號,121.847036,24.596053,(03)9963524,Gogoro電動機車換電,07:00-22:00
D6165,員山站,264,宜蘭縣員山鄉員山路一段31號,121.731031,24.747724,(03)9223041,Gogoro電動機車換電,00:00-24:00
D6166,頭城站,261,宜蘭縣頭城鎮開蘭路300號,121.8285,24.864574,(03)9771644,Gogoro電動機車換電,07:00-22:00
D6167,三星站,266,宜蘭縣三星鄉三星路四段235號,121.657724,24.667351,(03)9892219,Gogoro電動機車換電,07:00-21:00
D6168,壯圍站,263,宜蘭縣壯圍鄉吉祥村壯五路391號,121.782739,24.747497,(03)9381161,Gogoro電動機車換電,06:30-22:00
D6169,馬賽站,270,宜蘭縣蘇澳鎮蘇濱路二段459號,121.834687,24.625585,(03)9905422,光陽電動機車換電2.0,07:00-22:00
D616A,大里站,261,宜蘭縣頭城鎮濱海路七段81號,121.928098,24.971677,(03)9781137,Gogoro電動機車換電,09:00-17:00
D616C,新水站,268,宜蘭縣五結鄉五濱路二段206號,121.827086,24.680508,(03)9504374,Gogoro電動機車換電,07:00-21:00
D616D,冬山站,269,宜蘭縣冬山鄉冬山路二段260號,121.787001,24.641578,(03)9591316,Gogoro電動機車換電,00:00-24:00
D616E,大福站,263,宜蘭縣壯圍鄉壯濱路五段310號,121.814964,24.789814,(03)9301864,Gogoro電動機車換電,07:00-21:00
D616F,大同站,267,宜蘭縣大同鄉崙埤村泰雅路1段92號,121.60436,24.671167,(03)9801181,Gogoro電動機車換電,08:00-18:00
D616G,北關站,261,宜蘭縣頭城鎮濱海路三段326號,121.870826,24.905748,(03)9776128,電動機車充電,08:00-17:00
D616G,北關站,261,宜蘭縣頭城鎮濱海路三段326號,121.870826,24.905748,(03)9776128,Gogoro電動機車換電,08:00-17:00
D616I,九份站,269,宜蘭縣冬山鄉冬山路五段165號,121.771924,24.666533,(03)9584810,Gogoro電動機車換電,07:00-21:00
D6170,馬蘭站,950,台東縣台東市更生路653號,121.1375,22.76638888888889,(089)226401,電動機車充電,07:00-22:00
D6170,馬蘭站,950,台東縣台東市更生路653號,121.1375,22.76638888888889,(089)226401,光陽電動機車換電2.0,07:00-22:00
D6172,成功站,961,台東縣成功鎮中山路43號,121.3786111111111,23.101944444444445,(089)851069,光陽電動機車換電2.0,07:00-21:00
D6173,關山站,956,台東縣關山鎮和平路24號,121.16250000000001,23.04361111111111,(089)811124,光陽電動機車換電2.0,07:00-21:00
D6174,池上站,958,台東縣池上鄉福原村中山路25號,121.2125,23.120833333333334,(089)862634,Gogoro電動機車換電,07:00-22:00
D6175,太麻里站,963,台東縣太麻里鄉泰和村1鄰太麻里街157號,121.00694444444444,22.613055555555558,(089)781303,Gogoro電動機車換電,07:00-21:00
D6176,長濱站,962,台東縣長濱鄉長濱村124號,121.45666666666666,23.319166666666668,(089)831027,光陽電動機車換電2.0,07:00-18:00
D6177,大武站,965,台東縣大武鄉尚武村尚武路8號,120.89472222222223,22.341666666666665,(089)791453,Gogoro電動機車換電,07:00-21:00
D6178,知本站,950,台東縣台東市青海路四段270號,121.04194444444444,22.709722222222222,(089)512284,光陽電動機車換電2.0,07:00-21:00
D6179,鹿野站,955,台東縣鹿野鄉鹿野村中華路2段169號,121.137222222222,22.9158333333333,(089)551124,Gogoro電動機車換電,07:00-21:00
D617A,豐里站,950,台東縣台東市中華路二段732號,121.1275,22.739444444444445,(089)329691,光陽電動機車換電2.0,07:00-21:00
D617B,東河站,959,台東縣東河鄉南東河5鄰46號(備註：12:00-13:00暫停營業),121.29972222222221,22.96611111111111,(089)896236,Gogoro電動機車換電,08:00-16:00
D617C,富里站,983,花蓮縣富里鄉石牌村中興路85號,121.25222222222222,23.18277777777778,(03)8831285,Gogoro電動機車換電,07:00-21:00
D617D,卑南站,950,台東縣台東市更生北路20號,121.12666666666667,22.7775,(089)222010,光陽電動機車換電2.0,00:00-24:00
D617F,初鹿站,954,台東縣卑南鄉明峰村13鄰忠孝路32號,121.0925,22.853055555555557,(089)571742,Gogoro電動機車換電,07:00-21:00
D617G,泰源站,959,台東縣東河鄉北源村柑桔林路37-3號(備註：12:00-13:30暫停營業),121.286944444444,23.0038888888889,(089)891290,Gogoro電動機車換電,07:00-16:00
D617N,豐榮站,950,台東縣台東市臨海路二段51號,121.1426985,22.7396947,(089)346819,電動機車充電,07:00-21:00
D617N,豐榮站,950,台東縣台東市臨海路二段51號,121.1426985,22.7396947,(089)346819,Gogoro電動機車換電,07:00-21:00
